,Unnamed: 0,draft_season,player_id,player_name,position,height,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,overall_pick,draft_type,organization,organization_type,player_profile_flag
137,137,2017,1628412,Frank Mason III,PG,71.0,72.0,188.8,75.25,94.0,4.3,8.0,9.25,34.0,41.0,11.41,3.09,3.18,15,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.2,0.8,0.6,0.8,0.6,0.2,0.6,0.571,1.0,0.833,0.0,0.0,0.0,0.571,0.0,34.0,Draft,Kansas,College/University,1.0
138,138,2017,1628452,Kennedy Meeks,C,80.75,82.25,276.6,85.0,106.0,11.5,8.75,8.75,28.0,30.5,12.91,3.35,3.5,15,0.6,1.0,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.8,0.8,0.5,0.333,0.333,0.0,0.0,0.0,0.684,0.0,0.0,0,0,0,0.0
139,139,2017,1628420,Monte Morris,PG,73.25,74.5,175.2,76.0,96.5,6.9,8.25,8.75,28.0,33.5,11.0,3.2,3.19,8,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.4,0.4,0.4,1.0,0.4,0.6,0.6,1.0,0.833,0.833,0.0,0.0,0.0,0.765,0.0,51.0,Draft,Iowa State,College/University,1.0
140,140,2017,1629004,Svi Mykhailiuk,SG-SF,78.5,79.5,219.6,77.0,100.0,11.4,8.0,9.25,27.0,33.0,12.4,3.25,3.53,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.4,0.8,1.0,1.0,0.2,1.0,0.5,0.75,0.25,0.0,0.0,0.0,0.703,0.0,47.0,Draft,Kansas,College/University,1.0
141,141,2017,1628419,Cameron Oliver,PF,79.0,80.25,238.6,85.25,106.5,7.7,9.5,10.25,28.0,39.5,12.17,3.31,3.16,5,0.8,0.6,0.8,0.4,0.4,0.2,0.2,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
142,142,2017,1628421,Devin Robinson,SF,79.0,80.25,189.6,84.75,106.0,3.2,9.25,10.25,35.5,41.5,12.85,3.61,3.23,10,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
143,143,2017,1628424,Kobi Simmons,PG,75.25,76.5,166.2,78.0,99.0,5.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.4,0.6,0.8,0.8,0.8,0.4,0.2,0.0,0.0,0.0,0.5,0.833,0.667,0.0,0.5,0.0,0,0,0,0.0
144,144,2017,1628414,Sindarius Thornwell,SG-SF,75.5,76.75,211.6,82.0,103.0,7.8,8.75,8.75,27.0,30.5,11.48,3.03,3.36,15,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.6,0.4,0.2,0.6,0.8,0.2,0.6,0.625,0.625,0.375,0.0,0.0,0.0,0.59,0.0,48.0,Draft,South Carolina,College/University,1.0
145,145,2017,1628453,Melo Trimble,PG,73.25,74.5,195.2,74.0,95.5,10.6,8.0,8.75,24.5,32.0,10.75,2.92,3.27,6,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,0.8,1.0,0.6,0.6,0.6,0.2,0.8,0.0,0.0,0.0,0.667,0.667,0.667,0.0,0.667,0.0,0,0,0,0.0
146,146,2017,1629021,Moritz Wagner,PF,82.0,83.25,231.2,84.0,108.0,6.7,8.75,10.75,25.5,32.5,12.0,2.98,3.35,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.0,0.4,0.8,0.4,0.8,0.8,0.2,0.0,0.0,0.0,0.5,0.333,0.833,0.0,0.611,25.0,Draft,Michigan,College/University,1.0
147,147,2017,1628476,Derrick Walton Jr.,PG,71.0,72.75,188.6,74.5,95.0,5.8,8.0,8.5,26.0,32.5,11.28,3.12,3.29,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.8,0.8,0.833,0.333,0.667,0.0,0.0,0.0,0.821,0.0,0.0,0,0,0,0.0
148,148,2017,1628401,Derrick White,PG,75.25,76.5,189.8,79.5,101.5,6.2,8.25,8.5,31.0,36.5,10.84,2.92,3.08,10,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,0.4,0.6,0.8,0.6,0.4,0.4,0.6,0.333,0.167,0.833,0.0,0.0,0.0,0.697,0.0,29.0,Draft,Colorado,College/University,1.0
149,149,2017,1962937123,Omer Yurtseven,C,82.5,83.75,248.4,85.0,108.5,7.6,9.0,10.5,26.0,31.5,12.85,3.3,3.45,6,0.0,0.4,0.2,0.2,0.6,0.6,0.2,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
150,150,2018,1628959,Rawle Alkins,SG,74.75,76.25,217.4,80.75,99.0,8.9,8.5,10.0,32.5,40.5,11.5,3.09,3.15,10,0.4,0.8,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.6,1.0,0.4,0.5,0.25,0.5,0.0,0.0,0.0,0.794,0.0,0.0,0,0,0,0.0
151,151,2018,1628961,Kostas Antetokounmpo,PF,81.0,82.5,194.8,86.25,110.0,5.0,9.25,9.5,29.5,35.0,12.48,3.48,3.21,0,0.6,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.6,0.8,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,60.0,Draft,Dayton,College/University,1.0
152,152,2018,1628965,Jaylen Barford,PG-SG,73.25,74.25,207.6,75.5,96.5,11.65,8.0,8.25,27.0,33.0,11.39,3.21,3.31,7,0.4,0.6,0.6,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.5,0.6,0.75,0.75,0.75,0.0,0.0,0.0,0.559,0.0,0.0,0,0,0,0.0
153,153,2018,1628966,Keita Bates-Diop,SG-SF,79.25,80.5,223.8,87.25,106.5,5.35,9.0,8.5,30.5,35.0,11.2,3.28,3.17,11,0.4,0.8,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.6,0.8,0.25,0.25,0.75,0.0,0.0,0.0,0.619,0.2,48.0,Draft,Ohio State,College/University,1.0
154,154,2018,1628967,Tyus Battle,SG,77.0,78.75,200.2,81.0,102.0,4.0,8.5,9.25,32.0,37.5,11.04,2.87,3.07,9,0.8,0.8,0.8,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.4,0.8,0.75,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
155,155,2018,1628968,Brian Bowen,SG-SF,78.25,79.5,202.0,82.25,103.5,7.6,9.0,10.0,30.5,34.0,11.58,3.33,3.28,0,0.4,0.6,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.4,0.4,0.75,0.75,0.25,0.0,0.0,0.0,0.586,0.0,0.0,0,0,0,0.0
156,156,2018,1628974,Tony Carr,PG,75.0,76.5,198.8,80.25,100.0,6.5,8.5,9.75,25.0,31.5,11.89,3.4,3.17,0,0.4,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.6,0.8,0.5,0.25,0.75,0.0,0.0,0.0,0.69,0.0,51.0,Draft,Penn State,College/University,0.0
157,157,2018,1628975,Jevon Carter,PG,72.25,73.5,196.2,76.25,95.0,4.15,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14,0.6,0.8,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.8,0.6,0.6,0.5,0.25,1.0,0.0,0.0,0.0,0.71,0.0,32.0,Draft,West Virginia,College/University,1.0
158,158,2018,1628978,Donte DiVincenzo,SG,75.5,76.5,200.6,78.0,97.5,5.0,8.25,9.0,34.5,42.0,10.72,3.12,3.11,12,1.0,1.0,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.8,0.6,0.5,0.75,1.0,0.0,0.0,0.0,0.483,0.0,17.0,Draft,Villanova,College/University,1.0
159,159,2018,1629035,Carsen Edwards,PG,70.75,72.0,195.6,78.25,94.5,6.3,8.5,9.25,28.5,34.5,11.59,3.15,3.2,12,1.0,0.6,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.8,0.6,0.75,0.75,0.25,0.0,0.0,0.0,0.88,0.0,33.0,Draft,Purdue,College/University,1.0
160,160,2018,1628981,Bruno Fernando,C,80.75,81.75,233.2,88.25,109.0,5.25,9.5,10.0,29.0,35.0,12.19,3.03,3.23,11,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.6,0.6,0.8,0.4,0.8,0.6,0.6,0.5,0.25,0.5,0.5,0.5,0.5,0.7,0.0,34.0,Draft,Maryland,College/University,1.0
161,161,2018,1628984,Devonte Graham,PG,72.25,73.5,186.4,78.25,96.0,4.8,8.5,9.5,31.0,37.0,11.28,3.15,3.21,14,0.6,0.6,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.8,0.4,0.5,0.25,0.75,0.0,0.0,0.0,0.657,0.0,34.0,Draft,Kansas,College/University,1.0
162,162,2018,1628985,Devon Hall,SG,76.25,78.0,206.4,79.75,102.0,8.45,8.5,10.0,25.0,31.0,10.95,3.16,3.27,6,0.6,1.0,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.5,0.75,0.75,0.5,0.75,1.0,0.735,0.0,53.0,Draft,Virginia,College/University,1.0
163,163,2018,1628986,Jaylen Hands,PG,73.5,74.75,179.0,77.5,98.0,5.0,8.0,8.0,31.5,39.5,12.11,3.16,3.13,6,0.6,1.0,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.2,0.6,0.5,0.75,0.25,0.0,0.0,0.0,0.647,0.0,56.0,Draft,California-Los Angeles,College/University,0.0
164,164,2018,1628987,Kevin Hervey,PF,78.5,79.75,211.6,87.5,107.0,5.15,9.25,10.25,27.5,32.0,11.28,3.15,3.36,4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.25,0.5,0.5,0.75,0.5,0.778,0.0,57.0,Draft,Texas-Arlington,College/University,1.0
165,165,2018,1628988,Aaron Holiday,PG,71.75,72.75,187.0,79.5,97.0,6.4,8.75,8.5,25.5,33.0,10.96,3.22,3.27,0,1.0,0.6,0.8,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.6,0.6,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.643,23.0,Draft,California-Los Angeles,College/University,1.0
166,166,2018,1628989,Kevin Huerter,SG,78.25,79.25,194.0,79.5,101.5,8.6,8.25,8.5,31.0,38.0,10.89,2.97,3.09,9,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.6,1.0,0.6,0.8,0.6,1.0,1.0,0.25,0.5,0.25,0.25,0.75,0.75,0.871,0.0,19.0,Draft,Maryland,College/University,1.0
167,167,2018,1628993,Alize Johnson,PF,79.25,80.0,216.6,80.75,103.0,8.1,8.5,9.75,25.0,31.0,11.83,3.28,3.38,8,0.2,0.6,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.6,0.4,0.5,0.75,0.25,0.0,0.0,0.0,0.5,0.0,50.0,Draft,Missouri State,College/University,1.0
168,168,2018,1628994,George King,SF-SG,76.75,78.0,218.6,83.5,101.5,7.25,9.0,10.25,31.0,39.0,10.75,3.08,3.29,15,0.8,0.6,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,0.4,0.4,0.5,0.75,0.75,0.5,0.75,0.5,0.679,0.0,59.0,Draft,Colorado,College/University,1.0
169,169,2018,1628996,Sagaba Konate,C,78.5,79.5,246.0,84.0,106.5,7.35,9.25,10.0,31.5,35.0,12.28,3.36,3.28,12,0.6,0.8,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.6,0.75,0.5,1.0,0.0,0.0,0.0,0.613,0.0,0.0,0,0,0,0.0
170,170,2018,1628997,Caleb Martin,SF-SG,76.75,78.0,195.8,82.0,101.5,7.0,8.5,8.75,29.0,36.5,10.43,2.75,3.26,6,0.8,1.0,0.8,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,0.6,0.6,0.5,0.25,0.5,0.5,0.5,0.75,0.69,0.0,0.0,0,0,0,0.0
171,171,2018,1628998,Cody Martin,SG-SF,76.75,78.0,188.6,82.25,102.5,5.45,8.5,9.0,29.0,36.5,10.64,3.05,3.09,4,0.2,0.6,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.2,0.8,0.6,0.5,0.75,0.75,0.75,1.0,0.5,0.826,0.0,36.0,Draft,North Carolina State,College/University,1.0
172,172,2018,1628999,Yante Maten,PF-C,79.25,80.5,246.2,84.5,107.5,8.1,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18,0.6,0.6,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.2,0.6,0.6,0.5,0.375,0.625,0.0,0.0,0.0,0.593,0.0,0.0,0,0,0,0.0
173,173,2018,1629000,Brandon McCoy,C,83.5,84.5,250.4,86.0,110.5,8.7,9.75,9.5,27.5,32.0,11.77,3.31,3.23,9,0.75,0.6,0.4,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.8,0.2,0.25,0.75,0.5,0.0,0.0,0.0,0.679,0.0,0.0,0,0,0,0.0
174,174,2018,1629001,DeAnthony Melton,SG-PG,74.25,75.25,193.2,80.5,99.5,5.2,8.5,9.5,31.0,36.5,11.48,3.33,3.23,1,0.8,0.6,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4,0.4,0.6,0.5,1.0,0.75,0.0,0.0,0.0,0.621,0.0,46.0,Draft,Southern California,College/University,1.0
175,175,2018,1629002,Chimezie Metu,PF-C,80.5,81.5,219.6,84.5,108.0,5.05,9.0,9.25,29.5,36.0,11.89,3.25,3.33,5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.4,0.6,0.4,0.6,1.0,0.6,0.6,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.71,49.0,Draft,Southern California,College/University,1.0
176,176,2018,1629003,Shake Milton,SG-PG,76.5,77.5,207.2,84.75,99.5,6.8,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.8,0.4,0.4,0.6,0.6,0.8,1.0,0.75,0.5,0.5,0.25,0.5,0.5,0.714,0.0,54.0,Draft,Southern Methodist,College/University,1.0
177,177,2018,1629004,Sviatoslav Mykhailiuk,SG-SF,78.5,79.75,211.6,76.75,100.0,8.45,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4,0.4,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.6,0.8,0.875,0.75,0.625,0.0,0.0,0.0,0.0,0.0,47.0,Draft,Kansas,College/University,1.0
178,178,2018,1629006,Josh Okogie,SG,75.0,76.5,210.8,84.0,102.0,5.2,9.0,9.75,33.0,42.0,11.08,3.03,3.04,12,0.8,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.8,0.6,0.5,1.0,1.0,0.0,0.0,0.0,0.516,0.0,20.0,Draft,Georgia Tech,College/University,1.0
179,179,2018,1629033,Theo Pinson,SG-SF,77.0,78.75,211.2,82.75,103.5,7.35,9.0,9.0,27.0,34.0,11.53,3.11,3.22,7,0.6,0.8,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.6,0.8,0.25,0.25,0.25,0.0,0.0,0.0,0.486,0.0,0.0,0,0,0,0.0
180,180,2018,1629007,Jontay Porter,C-PF,82.0,83.5,236.0,84.25,109.0,13.85,8.75,9.5,25.5,31.0,11.9,3.07,3.4,9,0.8,0.6,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.4,0.8,0.25,0.75,0.75,0.0,0.0,0.0,0.5,0.579,0.0,0,0,0,0.0
181,181,2018,1629013,Landry Shamet,PG,76.0,77.25,188.6,78.75,100.0,4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8,0.8,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,0.6,0.6,0.75,0.75,0.75,0.0,0.0,0.0,0.743,0.0,26.0,Draft,Wichita State,College/University,1.0
182,182,2018,1629034,Ray Spalding,PF,81.0,82.25,215.4,88.75,109.0,5.55,9.25,9.0,26.0,32.0,11.48,3.2,3.34,12,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.6,0.8,0.8,0.4,0.8,0.6,0.6,0.25,0.25,0.75,0.25,0.75,0.5,0.5,0.0,56.0,Draft,Louisville,College/University,1.0
183,183,2018,1629016,Omari Spellman,PF-C,80.0,81.25,253.8,86.0,107.5,13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8,0.8,0.4,0.8,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6,0.4,0.4,0.75,0.5,0.25,0.0,0.0,0.0,0.6,0.0,30.0,Draft,Villanova,College/University,1.0
184,184,2018,1629018,Gary Trent,SG,76.25,77.75,204.2,80.75,98.0,7.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12,0.2,0.8,0.8,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,0.6,0.4,1.0,0.75,1.0,0.0,0.0,0.0,0.72,0.0,37.0,Draft,Duke,College/University,1.0
185,185,2018,1629019,Allonzo Trier,SG,75.75,77.25,198.0,78.75,98.0,4.95,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.4,0.8,0.8,0.6,1.0,0.25,0.25,0.5,1.0,1.0,0.714,0.0,0.0,0,0,0,0.0
186,186,2018,1629023,PJ Washington,PF,78.5,80.0,223.0,86.5,107.0,6.85,9.0,10.25,27.0,34.0,11.39,3.43,3.2,3,0.6,0.6,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.2,0.25,0.5,0.0,0.0,0.0,0.0,0.625,0.0,12.0,Draft,Kentucky,College/University,1.0
187,187,2018,1629024,Austin Wiley,C,80.25,82.0,249.4,89.0,111.0,5.0,9.75,10.25,28.0,33.5,12.79,3.27,3.3,14,0.4,0.6,0.6,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6,0.2,0.25,0.0,0.25,0.5,0.75,0.75,0.621,0.0,0.0,0,0,0,0.0
188,188,2018,1629025,Kris Wilkes,SF,78.5,79.5,205.0,82.25,103.5,5.15,8.75,9.25,28.0,35.5,11.29,3.16,3.24,1,0.6,0.8,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.8,0.2,0.4,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0.0
189,189,2018,1629026,Kenrich Williams,SF,78.0,79.5,200.4,79.25,103.5,5.95,8.5,9.75,28.0,33.0,10.86,3.28,3.19,14,0.8,0.4,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.8,0.8,0.2,0.375,0.25,0.25,0.0,0.0,0.0,0.655,0.0,0.0,0,0,0,0.0
190,190,2019,1629646,Charles Bassey,C,80.75,82.0,239.0,87.5,109.5,8.5,9.25,9.5,29.0,33.0,12.65,3.27,3.53,7,0.8,0.8,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.6,0.25,0.25,0.75,0.0,0.0,0.0,0.676,0.0,53.0,Draft,Western Kentucky,College/University,1.0
191,191,2019,1629647,Darius Bazley,PF,79.75,81.0,208.4,84.0,107.0,3.6,9.0,9.75,30.5,37.0,11.09,2.95,3.27,4,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.2,0.2,0.6,0.4,0.8,0.6,0.8,0.5,0.0,0.5,0.0,0.0,0.0,0.613,0.0,23.0,Draft,Princeton,High School,1.0
192,192,2019,1629648,Jordan Bone,SG,73.5,74.75,179.0,75.25,95.0,5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.8,1.0,0.6,1.0,1.0,0.4,0.4,0.75,0.5,0.5,0.0,0.0,0.0,0.618,0.0,57.0,Draft,Tennessee,College/University,1.0
193,193,2019,1629065,Ky Bowman,PG,73.0,74.25,181.2,79.0,98.0,4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,1.0,0.4,0.8,0.4,0.6,0.4,0.6,0.75,0.75,0.25,0.0,0.0,0.0,0.639,0.0,0.0,0,0,0,0.0
194,194,2019,1629649,Ignas Brazdeikis,SF,77.75,79.25,220.8,81.25,102.0,6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.2,0.6,0.8,0.8,0.4,0.8,0.8,0.25,0.5,0.75,0.0,0.0,0.0,0.844,0.0,47.0,Draft,Michigan,College/University,1.0
195,195,2019,1629052,O'Shae Brissett,SF-PF,79.0,80.0,203.2,84.0,104.0,2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,1.0,0.2,0.0,0.8,0.8,0.8,0.4,0.5,0.75,0.75,1.0,0.75,0.75,0.8,0.8,0.0,0,0,0,0.0
196,196,2019,1629634,Brandon Clarke,SF,79.25,80.25,207.2,80.25,102.0,4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10,0.8,0.8,0.8,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2,0.6,0.4,0.75,0.5,0.75,0.0,0.0,0.0,0.625,0.0,21.0,Draft,Gonzaga,College/University,1.0
197,197,2019,1629651,Nicolas Claxton,C,82.0,83.75,216.6,86.5,110.0,4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.6,0.6,0.4,0.8,0.6,0.4,0.6,0.75,0.75,0.0,0.0,0.0,0.0,0.321,0.0,31.0,Draft,Georgia,College/University,1.0
198,198,2019,1629076,Tyler Cook,PF,79.25,80.75,245.4,84.5,106.5,6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.2,0.6,0.6,0.6,0.4,0.6,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0.0
199,199,2019,1629056,Terence Davis,SG,75.0,76.5,192.4,80.75,101.0,4.1,9.25,10.75,29.5,34.0,10.69,2.96,3.28,13,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.4,0.6,0.8,0.8,0.6,1.0,0.6,0.8,0.75,0.75,0.5,0.0,0.0,0.0,0.606,0.0,0.0,0,0,0,0.0
200,200,2019,1629653,Devon Dotson,PG,72.0,74.0,178.6,75.25,95.5,5.9,8.25,9.5,30.0,38.5,10.63,2.8,3.04,7,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.6,0.5,0.75,0.25,0.0,0.0,0.0,0.688,0.0,0.0,0,0,0,0.0
201,201,2019,1629654,Carsen Edwards,PG,70.75,72.25,199.4,78.0,94.5,5.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22,14,0.8,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.6,0.4,0.75,0.75,0.25,0.0,0.0,0.0,0.636,0.0,0.0,0,0,0,0.0
202,202,2019,1629605,Tacko Fall,C,89.25,91.0,288.8,98.25,122.5,6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.594,0.0,0.0,0,0,0,0.0
203,203,2019,1629656,Quentin Grimes,SG,76.0,77.25,209.6,79.75,100.5,8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.8,0.6,0.6,0.8,0.4,0.6,0.8,0.75,0.75,0.75,0.75,0.75,0.25,0.6,0.7,25.0,Draft,Houston,College/University,1.0
204,204,2019,1629657,Kyle Guy,SG,72.75,74.25,167.8,76.5,95.5,5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,1.0,0.8,0.8,0.8,0.6,1.0,0.8,0.5,0.5,1.0,0.0,0.0,0.0,0.59,0.0,55.0,Draft,Virginia,College/University,1.0
205,205,2019,1628986,Jaylen Hands,PG,73.5,75.0,180.4,77.5,97.0,5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.8,0.6,0.4,0.4,0.8,0.8,0.6,0.0,0.0,0.0,0.75,0.5,0.25,0.688,0.0,56.0,Draft,California-Los Angeles,College/University,0.0
206,206,2019,1629607,Jared Harper,PG,69.75,71.0,169.2,77.5,94.0,3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.6,1.0,1.0,0.8,0.8,0.8,0.8,0.0,0.5,0.5,0.0,0.0,0.0,0.567,0.0,0.0,0,0,0,0.0
207,207,2019,1629608,Dewan Hernandez,C,81.0,82.25,232.8,85.75,107.0,6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.4,0.8,0.6,0.2,0.6,0.8,0.4,0.75,0.5,0.75,0.75,0.5,0.5,0.417,0.667,59.0,Draft,Miami (FL),College/University,1.0
208,208,2019,1629658,Jalen Hoard,PF,79.25,81.0,212.6,84.75,105.5,6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.8,0.0,0.8,0.6,0.4,0.4,0.6,0.75,0.5,0.25,0.0,0.0,0.0,0.633,0.0,0.0,0,0,0,0.0
